,Companies,ESG Risk Score,ESG Risk Rating,Opportunities in Clean Tech Sentiment Score,Carbon Emissions Sentiment Score,Water Stress Sentiment Score,Electronic Waste Sentiment Score,Toxic Emissions & Waste Sentiment Score,Human Capital Development Sentiment Score,Privacy and Data Security Sentiment Score,Labor Management Sentiment Score,Governance Sentiment Score,Ticker,Market Capitalisation,Page Count,Sentence Count,Word Count
32,BAIOO Family Interactive Ltd,18.6,Low ESG Risk,0.5271047619047617,0.3186,0.31967058823529415,0.43188387096774195,0.11025000000000001,0.5115383333333335,0.38457772020725367,0.3407973584905661,0.3782997635933803,2110.HK,1.6841606663716814e-05,0.6573033707865169,0.3169107856191744,0.3881596031993352
33,BANDAI NAMCO Holdings Inc,17.5,Low ESG Risk,0.6347111111111112,0.2200181818181818,0.5267,0.3060333333333333,0.22503333333333334,0.41551499999999997,0.517624,0.5028493333333337,0.5901368421052632,7832.T,0.007378442895132744,0.1544943820224719,0.0792276964047936,0.07486755998753505
34,"Bandwidth, Inc",23.6,Medium ESG Risk,0.37267500000000003,0.3613666666666666,0.5267,0.0,0.0,0.06717500000000004,0.40983448275862067,0.17078125000000002,0.30429444444444453,BAND,0.00036209438584070794,0.07584269662921349,0.04460719041278296,0.035135556248052355
35,Baozun Inc,24.0,Medium ESG Risk,0.5507098591549294,0.3890558823529412,0.31013888888888885,-0.062013043478260844,-0.39346666666666663,0.27094999999999997,0.3063461538461538,0.40046351351351345,0.4196518072289155,BZUN,0.0002714736707964602,0.12921348314606743,0.09565024411895251,0.08852705931235068
36,Basware,22.3,Medium ESG Risk,0.46836666666666676,0.5954076923076922,0.7712,0.27695555555555557,0.0,0.36016333333333334,0.309941052631579,0.44448380281690136,0.37810815047021945,BAS1V.HE,0.00014804982057522125,0.300561797752809,0.22791833111407012,0.21094318063778955
37,Bechtle,16.2,Low ESG Risk,0.39450151515151505,0.2616225806451613,0.31875,-0.07436944444444446,-0.8054,0.30415000000000003,0.34371428571428597,0.3665,0.3066179687499999,BC8.DE,0.00300602297920354,0.25842696629213485,0.16577896138482023,0.14332086839098368
38,"Benefitfocus, Inc",30.1,High ESG Risk,0.5093555555555556,0.33723636363636367,0.0,0.29300000000000004,0.0,0.5896,0.5642714285714284,0.4675411764705883,0.50954,BNFT,0.00018434184778761062,0.03651685393258427,0.020639147802929428,0.019456995948893736
39,Better Collective,20.8,Medium ESG Risk,0.5374090909090908,0.2962121212121212,0.21485,-0.28099999999999997,0.0,0.6731461538461538,0.30101724137931035,0.3256823529411766,0.36959137931034486,BETCO.ST,0.00045997378451327435,0.08146067415730338,0.06524633821571238,0.05734522696582528
40,"Bilibili, Inc",30.7,High ESG Risk,0.6125627450980392,0.697772222222222,0.66134,0.14027142857142857,0.2819,0.5956136363636363,0.5581709401709402,0.5368409090909091,0.44417746478873243,BILI,0.004678001727433628,0.21629213483146068,0.12561029738126941,0.13099226134829126
41,BIMobject,28.2,Medium ESG Risk,0.5162333333333334,0.027777777777777776,0.0,0.1118,0.0,0.4799333333333333,0.22240833333333335,0.2875620689655172,0.3290194805194804,BIM.ST,3.111504616814159e-05,0.16853932584269662,0.09054593874833555,0.09704476991793913
42,Bittium,24.2,Medium ESG Risk,0.4893956834532371,0.15207741935483873,0.6393666666666667,0.1896724137931035,-0.1286,0.2921736842105263,0.46158916256157617,0.3504545454545453,0.2894264615384616,BITTI,0.00010294089725663717,0.4606741573033708,0.34820239680426096,0.318557182923029
43,"Black Knight, Inc",18.0,Low ESG Risk,0.32535000000000003,0.3073199999999999,0.2738571428571429,-0.09246666666666666,0.0,0.517575,0.14786521739130434,0.1875666666666667,0.30910857142857134,BKI,0.004685973522123894,0.0449438202247191,0.039280958721704395,0.035414719019424536
44,"Blackbaud, Inc",18.5,Low ESG Risk,0.7588785714285716,0.3172222222222223,0.39788888888888896,0.13342857142857142,0.0,0.43860000000000005,0.4767114754098361,0.7696642857142858,0.5996866666666668,BLKB,0.00136884876460177,0.15730337078651685,0.06879715934309809,0.07380933831931027
45,BlackBerry Ltd,14.0,Low ESG Risk,0.44881489361702137,0.14499999999999993,0.42344375,0.22944482758620693,0.2567333333333333,0.2513555555555556,0.36377317073170734,0.3740038961038961,0.41352794117647057,BB,0.0017346745769911505,0.16292134831460675,0.12561029738126941,0.11141840656486963
46,"BlackLine, Inc",22.7,Medium ESG Risk,0.5811865671641792,0.3800649999999998,0.6559125,0.23633703703703707,-0.19698,0.7623363636363636,0.43310841121495325,0.5521532710280372,0.4805512820512821,BL,0.0018587967433628318,0.20224719101123595,0.09187749667110519,0.08674820816453724
47,"Block, Inc",18.8,Low ESG Risk,0.4355399999999999,0.3464045454545455,0.45515,0.04786666666666665,0.0,0.47255833333333336,0.4202,0.332621052631579,0.39725964912280703,SQ,0.032321550499115045,0.07303370786516854,0.045938748335552594,0.043127402098265294
48,Booking Holdings Inc,22.3,Medium ESG Risk,0.6148548387096774,0.28367460317460313,-0.1779,-0.07113684210526318,0.0,0.36016086956521737,0.44775272727272714,0.3883116279069766,0.42371340206185537,BKNG,0.04004099896637168,0.199438202247191,0.10053262316910785,0.09877817596343617
49,Booz Allen Hamilton Holding Corp,16.5,Low ESG Risk,0.587565625,0.30486,0.5994,0.47425,0.0,0.47769605263157916,0.4497008955223881,0.4372489795918367,0.497208163265306,BAH,0.005268997890265486,0.19662921348314608,0.19684864624944517,0.18583800768671446
50,BrainChip Holdings Ltd,22.1,Medium ESG Risk,0.32206153846153845,0.0,0.0,0.7319454545454545,0.0,0.389612658227848,0.21716146788990826,0.41495752212389375,0.37545750915750914,BRN.AX,0.0005407855101769912,0.21910112359550563,0.18286728806036395,0.2048989820297081
51,"BTRS Holdings, Inc",21.9,Medium ESG Risk,0.3079071428571429,0.22814761904761904,0.0,0.43818,0.0,0.44119130434782605,0.4905374999999999,0.51874,0.5903769230769231,BTRS,0.0005332944424778761,0.033707865168539325,0.03217931646693298,0.03409031889477511
52,Bytes Technology Group,18.5,Low ESG Risk,0.5317156626506022,0.3191905405405405,-0.07135000000000001,0.23508,0.0,0.3893930232558139,0.2997217021276596,0.2243167070217917,0.3186828965517244,BYIT.L,0.0006959626110619469,0.6179775280898876,0.5397248113626276,0.5121663031058481
53,Cadence Design Systems Inc,13.1,Low ESG Risk,0.6100766666666665,0.33463727272727267,0.31629230769230776,0.203,0.0,0.27973571428571425,0.29563100775193807,0.3662059701492539,0.410251282051282,CDNS,0.02009357502300885,0.20224719101123595,0.09343098091433644,0.0907668536408019
54,Cars Inc,24.7,Medium ESG Risk,0.528216203703704,0.2502908163265305,0.19298378378378375,0.16160729166666665,0.19374411764705884,0.43560588235294134,0.33317611940298497,0.49946285714285715,0.42031381818181807,CARS,0.00039971922123893807,0.9101123595505618,0.4125610297381269,0.38371247532980157
55,Carsales Ltd,19.2,Low ESG Risk,0.5882484848484848,0.1735731343283582,0.26588571428571434,0.17505,-0.4163,0.4352285714285715,0.2796842857142857,0.38131624999999997,0.3731993421052633,CAR.AX,0.0018713606420353982,0.1348314606741573,0.1220594762538837,0.12261088604965202
56,"Cass Information Systems, Inc",22.3,Medium ESG Risk,0.64465,0.0,0.0,-0.4215,0.0,0.616325,0.6437999999999999,0.0777,0.725488888888889,CASS,0.00023034629380530973,0.25842696629213485,0.008433200177541057,0.09566194037602577
57,Catena Media,24.7,Medium ESG Risk,0.5132666666666666,0.23565,-0.5106,-0.46605,0.0,0.4051,0.430865625,0.27354375000000003,0.3794807692307691,CTM.ST,0.0001612436713716814,0.016853932584269662,0.020195295162006213,0.01484756414251584
58,cBrain,21.2,Medium ESG Risk,0.4719423076923077,0.028341935483870963,0.38175000000000003,-0.6249,0.2263,0.04851499999999999,0.37968611111111117,0.20206666666666673,0.3392279411764706,CBRAIN.CO,0.00031469792234513274,0.06741573033707865,0.06369285397248113,0.04992469097330425
59,"Ceridian HCM Holding, Inc",20.9,Medium ESG Risk,0.8371,0.18356,0.0,0.0,0.0,0.5378,0.2947333333333333,0.4048333333333334,0.5246639999999999,CDAY,0.0042255509522123895,0.07865168539325842,0.03905903240124279,0.03186350888127142
60,"CGI, Inc",17.0,Low ESG Risk,0.6309583333333332,0.40130909090909084,-0.0059416666666666776,0.10957142857142856,0.0,0.3365785714285715,0.4383393617021274,0.38970550458715614,0.4284461988304094,GIB,0.00881237544778761,0.3258426966292135,0.1877496671105193,0.17645684013711438
61,ChannelAdvisor Corp,26.8,Medium ESG Risk,0.0,0.0,0.0,0.0,0.0,0.7789166666666666,0.5267,0.7777666666666666,0.6868000000000001,ECOM,0.0002088494725663717,0.2696629213483146,0.005770084332001775,0.04665913576399709
62,Chatwork Co,27.0,Medium ESG Risk,0.6279249999999998,0.4819948717948718,0.5766874999999998,0.4451111111111111,0.2368333333333333,0.5991142857142857,0.39854142857142855,0.4513629032258066,0.4976404109589038,4448.T,8.268902849557522e-05,0.19101123595505617,0.11762094984465157,0.11198971642256154
63,China Development Bank Financial Leasing Co,26.9,Medium ESG Risk,0.6488309090909089,0.4990714285714287,0.39698181818181805,0.4061333333333334,0.9991,0.677395,0.5757285714285713,0.5198098765432098,0.45635499999999996,1606.HK,0.0008073315252212389,0.10393258426966293,0.10452729693741677,0.10830217097745923
64,China TransInfo Technology Co,26.1,Medium ESG Risk,0.5574455357142858,0.34673448275862073,-0.3141,-0.32731666666666664,0.802,0.27528125000000003,0.49113266666666655,0.5216773913043478,0.4904559633027523,002373.SZ,0.001131634121238938,0.09831460674157304,0.10053262316910785,0.10044016827672173
65,Cielo,17.5,Low ESG Risk,0.5705000000000001,0.0,-0.6369,0.1431,0.0,0.34087777777777784,0.2786777777777778,0.40065625,0.31518139534883716,CIOXY,0.0007726602761061946,0.05337078651685393,0.014203284509542832,0.017535317336657318
66,Citrix Systems Inc,14.6,Low ESG Risk,0.5228063829787234,0.37571958762886604,0.0,0.3798375,0.0,0.5112714285714286,0.43393076923076906,0.2881806451612903,0.44895584415584405,CTXS,0.005643242251327433,0.18258426966292135,0.06480248557478917,0.05669601121844811
67,Clavister Holding,29.3,Medium ESG Risk,0.18256999999999998,0.1482142857142857,-0.1562,0.71756,0.0,0.31574375000000005,0.41688720930232565,0.263416923076923,0.3376171428571427,CLAV.ST,1.4908509349557523e-05,0.18258426966292135,0.13981358189081225,0.1425612859665524
68,"Cloudflare, Inc",23.0,Medium ESG Risk,0.4380816666666663,0.23323157894736832,-0.057514285714285705,0.19273,-0.2263,0.13471818181818182,0.38918095238095224,0.18733902439024394,0.3530711111111113,NET,0.0161120256,0.15730337078651685,0.08566355969818021,0.07525708943596136
69,Cognizant Technology Solutions Corp,17.5,Low ESG Risk,0.49443956043956033,0.20581349693251527,0.14248999999999998,0.14744000000000002,0.0,0.48095555555555564,0.418948387096774,0.45380493827160495,0.3702443181818181,CTSH,0.020380273274336284,0.1404494382022472,0.11118508655126498,0.09701880128804405
70,Comarch,21.7,Medium ESG Risk,0.3891124999999999,0.09078823529411766,0.05242173913043478,-0.05202448979591837,-0.7004666666666667,0.42035882352941173,0.4473073333333334,0.30926025641025645,0.2587062500000001,CMR.WA,0.0001639887664159292,0.25280898876404495,0.19507323568575233,0.17966396592915757
71,CommVault Systems,19.0,Low ESG Risk,0.7049,0.661991891891892,0.802,0.8080499999999999,0.0,0.795611111111111,0.6762133333333334,0.5315928571428573,0.6258439393939395,CVLT,0.0012662025061946902,0.10393258426966293,0.0525965379494008,0.05837098784668121
72,Computacenter,17.7,Low ESG Risk,0.5965318181818181,0.8904791666666667,0.5191,0.6256857142857142,0.0,0.04568000000000002,0.5424736842105263,0.5370473684210527,0.6910454545454547,CCC.L,0.0019047475154867256,0.056179775280898875,0.03750554815801154,0.046503323984626574
73,Computershare,21.4,Medium ESG Risk,0.5522862068965515,0.4834999999999999,0.22752631578947372,0.4938454545454546,0.0,0.4853009345794391,0.2586495238095238,0.3341837719298243,0.39219260780287435,CPU.AX,0.0050114675619469026,0.38202247191011235,0.34132268086995116,0.36123662615560403
74,Conduent,22.4,Medium ESG Risk,0.31304583333333336,0.25005813953488376,-0.17322,0.15313333333333334,0.0,0.60210625,0.3965066666666666,0.5004419999999999,0.40830240963855413,CNDT,0.0005128163681415929,0.12921348314606743,0.06724367509986684,0.0627986392437935
75,"CoStar Group, Inc",26.7,Medium ESG Risk,0.5500885714285713,0.38935217391304355,0.40064999999999995,-0.08325,0.0,0.6925444444444444,0.43708518518518524,0.6609833333333333,0.5182333333333332,CSGP,0.011285121585840708,0.0898876404494382,0.03573013759431869,0.03994624493611717
76,"Coupa Software, Inc",19.2,Low ESG Risk,0.519612244897959,0.36508648648648645,0.49985,0.18668125000000002,0.0,0.5372575757575757,0.5446779527559056,0.3778068493150685,0.4963009999999998,COUP,0.003478611596460177,0.13202247191011235,0.09431868619618286,0.09102653993975278
77,"Coursera, Inc",25.6,Medium ESG Risk,0.42595,0.8934,0.0,0.0,0.0,0.6468833333333334,0.5381636363636363,0.7801666666666667,0.7816599999999999,COUR,0.00138889843539823,0.07303370786516854,0.026409232134931203,0.026228316194037603
78,Crayon Group Holding,19.7,Low ESG Risk,0.6648357142857143,0.452675,0.6808,0.5753999999999999,0.6808,0.47165588235294104,0.5219500000000001,0.44476978417266183,0.509505617977528,CRAYN.OL,0.0005944292707964602,0.19101123595505617,0.20173102529960052,0.24600732315363041
79,Criteo,16.2,Low ESG Risk,0.49623,0.303051219512195,0.0,0.009777142857142864,0.0,0.4874636363636364,0.3132416666666663,0.40874700000000014,0.33950220588235286,CRTO,0.0007221014088495576,0.1544943820224719,0.14758100310696848,0.12520774903916068
80,CSAM Health Group,25.4,Medium ESG Risk,0.79045,0.0,0.0,0.0,0.0,0.45131818181818184,0.47395,0.3933458333333333,0.33094915254237295,CSAM.OL,6.045178526548672e-05,0.05898876404494382,0.04704837993786063,0.05538459540874623
81,CyberArk Software Ltd,16.3,Low ESG Risk,0.6943666666666668,0.6155899999999999,-0.4215,0.46182499999999993,0.0,0.5249499999999999,0.41155242718446594,0.5515450000000001,0.5305358974358975,CYBR,0.002933329104424779,0.06460674157303371,0.041944074567243674,0.042692427547522595
82,Datagroup,27.7,Medium ESG Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D6H.DE,0.0003360788336725664,0.033707865168539325,0.019751442521083,0.014094473875558325
83,Datamatics Global Services Ltd,21.0,Medium ESG Risk,0.0,0.0,0.9601,0.0,0.0,0.9911,0.5886,0.4767,0.7339,DATAMATICS.BO,0.00010794588278761061,0.042134831460674156,0.0037727474478473147,0.005518333852705931
84,Delivery Hero,23.5,Medium ESG Risk,0.44525882352941165,0.14842258064516128,0.0,0.2580324324324324,0.5423,0.35773153153153164,0.24095933014354065,0.280141121495327,0.2904101727447214,DHER.DE,0.005174125471681416,0.4803370786516854,0.5308477585441633,0.4857562065025449
85,Digimarc Corp,19.6,Low ESG Risk,0.37756923076923066,0.3700407407407407,0.19753749999999998,0.15072,0.1775,0.5521722222222223,0.36094124999999994,0.39679729729729724,0.4093971153846151,DMRC,0.00021787386902654869,0.1601123595505618,0.1648912561029738,0.16538121948685988
86,dotDigital Group,22.8,Medium ESG Risk,0.4490479166666666,0.14147500000000005,0.11462499999999999,0.4054,-0.1027,0.42774909090909086,0.4173236842105263,0.34265294117647055,0.41545577689242996,DOTD.L,0.00014359774225663718,0.24157303370786518,0.21549045716822016,0.2230835151137426
87,"Dropbox, Inc",19.2,Low ESG Risk,0.5859,0.1674,0.0,0.0,0.0,0.51685,0.40448571428571434,0.5554666666666667,0.1326125,DBX,0.0037912464991150443,0.047752808988764044,0.008433200177541057,0.008615092967695024
88,"Dun & Bradstreet Holdings, Inc",23.2,Medium ESG Risk,0.7610624999999999,0.2023,0.7841,0.7841,0.0,0.7845,0.5467208333333332,0.8399428571428571,0.6972666666666667,DNB,0.0033367669805309734,0.03089887640449438,0.022636484687083888,0.019690713617949517
89,DXC Technology,16.1,Low ESG Risk,0.46426842105263166,0.2913833333333332,0.7105857142857144,0.32615,0.0,0.5509333333333334,0.36235,0.3055666666666666,0.34945000000000004,DXC,0.00328963534159292,0.03651685393258427,0.011984021304926764,0.009588916588760777
90,eBay Inc,17.1,Low ESG Risk,0.5381491228070177,0.34887207207207216,0.2916565217391304,0.03248333333333336,0.0,0.6724823529411764,0.38179562043795606,0.5145305555555555,0.513471186440678,EBAY,0.014137092077876107,0.14887640449438203,0.08854860186418109,0.08897501817804093
91,Econocom Group,21.9,Medium ESG Risk,0.571878787878788,0.4211637931034482,0.5574,0.09758571428571429,0.0,0.472935,0.5403848484848484,0.4847931034482759,0.39238269230769224,ECONB,0.0003211958388938053,0.10112359550561797,0.08766089658233467,0.0773800249298847
92,EHang Holdings Ltd,16.8,Low ESG Risk,0.606766,0.4401951219512196,0.0516,0.1359,0.0,0.5739,0.46606666666666663,0.2883875,0.2685125,EH,0.0002793523539823009,0.03651685393258427,0.014647137150466045,0.013003791419964683
93,Electronic Arts Inc,10.4,Low ESG Risk,0.610142424242424,0.10499444444444445,-0.0648875,0.011557142857142886,0.7238666666666668,0.44757692307692304,0.3816292134831462,0.5535833333333334,0.4558810126582279,EA,0.01535522072920354,0.13202247191011235,0.07456724367509987,0.06358419029811987
94,EML Payments Ltd,21.2,Medium ESG Risk,0.48822857142857146,0.0,0.0,0.34023333333333333,0.0,0.4133091836734693,0.22512272727272722,0.3448284403669723,0.3855267415730338,EML,6.47993203539823e-05,0.19662921348314608,0.3058144695960941,0.31885582216682246
95,Endava,22.3,Medium ESG Risk,0.65872,0.5670596153846155,0.004966666666666675,0.3346416666666667,0.0,0.5159,0.6204338461538462,0.5840054054054054,0.7552017857142858,DAVA,0.0031733293309734512,0.10955056179775281,0.1120727918331114,0.1040692843045601
96,Enea,18.6,Low ESG Risk,0.42532692307692305,0.5574,0.07224,0.23436666666666672,0.0,0.3758365853658536,0.35596694214876035,0.3274280575539568,0.2844599250936329,ENEA,0.00019411278544247788,0.25280898876404495,0.21327119396360408,0.20249688376441258
97,"EPAM Systems, Inc",24.7,Medium ESG Risk,0.847,0.4404,0.0,0.0,0.0,0.9468,0.36948,0.82745,0.0,EPAM,0.007054192368141593,0.02247191011235955,0.006435863293386595,0.006193518229978186
98,Equiniti Group,22.8,Medium ESG Risk,0.4908139534883719,0.20616166666666658,0.14258,0.308244,0.0,0.4016884297520661,0.23393980099502493,0.32864190476190447,0.35723236196319014,EQN,0.05353982300884956,0.6573033707865169,0.5719041278295606,0.5341877012568816
